NUM_POZO,NOM_POZO,CVE_ACUI,NOM_ACUIF,CVE_EDO,NOM_EDO,ELEV_TN,LATITUD,LONGITUD,PNE_1996,PNE_1997,PNE_1998,PNE_1999,PNE_2000,PNE_2001,PNE_2002,PNE_2003,PNE_2004,PNE_2005,PNE_2006,PNE_2007,PNE_2008,PNE_2009,PNE_2010,PNE_2011,PNE_2012,PNE_2013,PNE_2014,PNE_2015,PNE_2016,PNE_2017,PNE_2018,PNE_2019,PNE_2020,PNE_2021,PNE_2022,PNE_2023,PNE_2024,PNE_2025,PNE_2026
14228,B-18P,2402,EL BARRIL,24,San Luis Potosí,1989,23.005361,-102.194139,,,,,,,,,,62.9,,,,,,,,,,,,,,,,,,,,,
14229,B-19P,2402,EL BARRIL,24,San Luis Potosí,1994,22.997028,-102.181361,,,,,,,,,,62.25,,,,,,,,,,,,,,,,,,,,,
14230,B-20P,2402,EL BARRIL,24,San Luis Potosí,1995,23.002583,-102.182,,,,,,,,,,63.75,,,,,,,,,,,,,,,,,,,,,
14231,B-21,2402,EL BARRIL,24,San Luis Potosí,1988.6,23.013861,-102.168611,93.58,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,
14232,B-22,2402,EL BARRIL,24,San Luis Potosí,1980.95,23.031833,-102.169528,52.6,,,,,,,,,53.8,,,,,,,,,,,,,,,,,,,,,
14233,B-23P,2402,EL BARRIL,24,San Luis Potosí,2000,23.0005,-102.136833,,,,,,,,,,62.38,,,,,,,,,,,,,,,,,,,,,
14234,B-24P,2402,EL BARRIL,24,San Luis Potosí,2008,23.00175,-102.128389,,,,,,,,,,57.13,,,,,,,,,,,,,,,,,,,,,
14235,B-25,2402,EL BARRIL,24,San Luis Potosí,2046.4,22.769278,-102.033722,27.8,23.8,24.5,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,
14236,B-26,2402,EL BARRIL,24,San Luis Potosí,2053.5,22.766361,-102.038694,28.6,27.6,27.3,,,,,,,32.66,,,,,,,,,,,,,,,,,,,,,
14237,B-27,2402,EL BARRIL,24,San Luis Potosí,2044.7,22.795139,-102.0365,19.1,19.7,,,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,
14238,B-28,2402,EL BARRIL,24,San Luis Potosí,2042.4,22.812667,-102.037278,16.1,16.1,17.5,,,,,,,18.96,,,,,,,,,,,,,,,,,,,,,
14239,B-29P,2402,EL BARRIL,24,San Luis Potosí,2043,22.833167,-102.0695,,,,,,,,,,26.53,,,,,,,,,,,,,,,,,,,,,
14240,B-30P,2402,EL BARRIL,24,San Luis Potosí,2047,22.851028,-102.040972,,,,,,,,,,31.3,,,,,,,,,,,,,,,,,,,,,
14241,B-31,2402,EL BARRIL,24,San Luis Potosí,2036.6,22.843694,-102.064778,16.3,16.33,16.8,,,,,,,21.7,,,,,,,,,,,,,,,,,,,,,
14242,B-33,2402,EL BARRIL,24,San Luis Potosí,2066.3,22.895639,-102.027222,67.4,,,,,,,,,45.91,,,,,,,,,,,,,,,,,,,,,
14243,B-34,2402,EL BARRIL,24,San Luis Potosí,2057.5,22.885139,-102.033944,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,
14244,B-35P,2402,EL BARRIL,24,San Luis Potosí,1961,23.253889,-102.220194,,,,,,,,,,14.72,,,,,,,,,,,,,,,,,,,,,
14245,B-36P,2402,EL BARRIL,24,San Luis Potosí,2037,22.854639,-102.082833,,,,,,,,,,21.67,,,,,,,,,,,,,,,,,,,,,
14246,B-37,2402,EL BARRIL,24,San Luis Potosí,2051.2,22.837139,-102.082333,25.95,25.65,26.07,,,,,,,38.27,,,,,,,,,,,,,,,,,,,,,
14247,B-38,2402,EL BARRIL,24,San Luis Potosí,2038.4,23.022806,-102.080889,28.84,25.49,27.9,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,
14248,B-39P,2402,EL BARRIL,24,San Luis Potosí,2057,23.031639,-102.090889,,,,,,,,,,68.42,,,,,,,,,,,,,,,,,,,,,
14249,B-40,2402,EL BARRIL,24,San Luis Potosí,1999.5,22.984417,-102.173222,50,50.13,50.8,,,,,,,61.77,,,,,,,,,,,,,,,,,,,,,
14250,B-41P,2402,EL BARRIL,24,San Luis Potosí,2009,22.944306,-102.155333,,,,,,,,,,61.49,,,,,,,,,,,,,,,,,,,,,
14251,B-42,2402,EL BARRIL,24,San Luis Potosí,2038.7,22.927917,-102.186639,57,57.08,57.3,,,,,,,82.5,,,,,,,,,,,,,,,,,,,,,
14252,B-43,2402,EL BARRIL,24,San Luis Potosí,2000.63,22.97075,-102.162167,47,47.07,,,,,,,,58.14,,,,,,,,,,,,,,,,,,,,,
14253,B-44,2402,EL BARRIL,24,San Luis Potosí,2057.4,23.010167,-102.013944,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,
14254,B-45,2402,EL BARRIL,24,San Luis Potosí,2062.76,23.004861,-101.988806,56.7,52.86,57.03,,,,,,,57.4,,,,,,,,,,,,,,,,,,,,,
14255,B-46,2402,EL BARRIL,24,San Luis Potosí,2057,23.006056,-101.995444,50,49.7,,,,,,,,48.65,,,,,,,,,,,,,,,,,,,,,
14256,B-47,2402,EL BARRIL,24,San Luis Potosí,2049,22.985583,-102.042028,26,26.26,26.2,,,,,,,26.99,,,,,,,,,,,,,,,,,,,,,
14257,B-48,2402,EL BARRIL,24,San Luis Potosí,2045.8,23.012306,-102.044861,25.05,25.01,25.12,,,,,,,21.25,,,,,,,,,,,,,,,,,,,,,
14258,B-49,2402,EL BARRIL,24,San Luis Potosí,2058.98,23.048222,-101.990472,46.5,,46.9,,,,,,,49.33,,,,,,,,,,,,,,,,,,,,,
14259,B-50,2402,EL BARRIL,24,San Luis Potosí,2063.4,23.040528,-101.995556,45.9,,47.06,,,,,,,51.49,,,,,,,,,,,,,,,,,,,,,
14260,B-51P,2402,EL BARRIL,24,San Luis Potosí,2051,23.165639,-102.010167,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,
14261,B-52,2402,EL BARRIL,24,San Luis Potosí,2047.3,23.165111,-102.01025,9.47,9.51,8.77,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
14262,B-53P,2402,EL BARRIL,24,San Luis Potosí,1992,23.232222,-101.978861,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,,
14263,B-54P,2402,EL BARRIL,24,San Luis Potosí,1980,23.155861,-102.136861,,,,,,,,,,52.79,,,,,,,,,,,,,,,,,,,,,
14264,B-55P,2402,EL BARRIL,24,San Luis Potosí,1962,23.244417,-102.247583,,,,,,,,,,9.42,,,,,,,,,,,,,,,,,,,,,
14265,B-56P,2402,EL BARRIL,24,San Luis Potosí,1957,23.253444,-102.227444,,,,,,,,,,14.83,,,,,,,,,,,,,,,,,,,,,
14266,B-57,2402,EL BARRIL,24,San Luis Potosí,1959.6,23.374528,-102.232778,14.16,,,,,,,,,26.02,,,,,,,,,,,,,,,,,,,,,
14267,B-58,2402,EL BARRIL,24,San Luis Potosí,1947.75,23.372806,-102.214222,6.45,6.5,,,,,,,,6.48,,,,,,,,,,,,,,,,,,,,,
14268,B-59,2402,EL BARRIL,24,San Luis Potosí,1912.95,23.2915,-102.189167,3.6,3.58,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,,,
14269,B-60P,2402,EL BARRIL,24,San Luis Potosí,1948,23.30675,-101.957583,25.55,21.5,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,
14270,B-61,2402,EL BARRIL,24,San Luis Potosí,1973.6,23.310389,-101.936556,28.67,28.6,,,,,,,,28.53,,,,,,,,,,,,,,,,,,,,,
14271,B-62,2402,EL BARRIL,24,San Luis Potosí,1948.56,23.313833,-101.9555,5.4,4.3,,,,,,,,4.03,,,,,,,,,,,,,,,,,,,,,
14272,B-63,2402,EL BARRIL,24,San Luis Potosí,1980.6,23.257722,-102.055583,12.74,10.04,,,,,,,,9.44,,,,,,,,,,,,,,,,,,,,,
14273,B-64A,2402,EL BARRIL,24,San Luis Potosí,1975.4,23.355778,-102.10625,6.95,,,,,,,,,6.78,,,,,,,,,,,,,,,,,,,,,
14274,B-64P,2402,EL BARRIL,24,San Luis Potosí,1948,23.290639,-102.109861,,,,,,,,,,33.86,,,,,,,,,,,,,,,,,,,,,
14275,B-65,2402,EL BARRIL,24,San Luis Potosí,1982.1,23.158889,-102.128722,,,,,,,,,,51.3,,,,,,,,,,,,,,,,,,,,,
14276,B-66P,2402,EL BARRIL,24,San Luis Potosí,1973,23.165139,-102.154028,,,,,,,,,,44.8,,,,,,,,,,,,,,,,,,,,,
14277,B-67,2402,EL BARRIL,24,San Luis Potosí,1989.5,23.159944,-102.112528,49,,,,,,,,,53.15,,,,,,,,,,,,,,,,,,,,,
14278,B-68,2402,EL BARRIL,24,San Luis Potosí,1962.4,23.208083,-102.176361,12.1,12.17,12.09,,,,,,,16.85,,,,,,,,,,,,,,,,,,,,,
14279,B-69P,2402,EL BARRIL,24,San Luis Potosí,1969,23.194611,-102.195861,11.9,11.87,12.03,,,,,,,50.41,,,,,,,,,,,,,,,,,,,,,
14280,B-70,2402,EL BARRIL,24,San Luis Potosí,1968.5,23.180194,-102.172861,,,,,,,,,,29.69,,,,,,,,,,,,,,,,,,,,,
14281,B-71,2402,EL BARRIL,24,San Luis Potosí,1969.2,23.155417,-102.191833,,22.26,23.6,,,,,,,30.63,,,,,,,,,,,,,,,,,,,,,
14282,B-72,2402,EL BARRIL,24,San Luis Potosí,1969.35,23.169139,-102.194528,23.7,24.74,26.15,,,,,,,36.6,,,,,,,,,,,,,,,,,,,,,
14283,B-73P,2402,EL BARRIL,24,San Luis Potosí,1973,23.136306,-102.182917,,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,,,,
14284,B-74,2402,EL BARRIL,24,San Luis Potosí,1971.05,23.144056,-102.188889,25.05,,,,,,,,,43.7,,,,,,,,,,,,,,,,,,,,,
14285,B-75A,2402,EL BARRIL,24,San Luis Potosí,2125.45,22.877222,-101.974028,8.53,7,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
14286,B-75P,2402,EL BARRIL,24,San Luis Potosí,2120,22.861694,-101.995056,,,,,,,,,,79.9,,,,,,,,,,,,,,,,,,,,,
14287,B-76,2402,EL BARRIL,24,San Luis Potosí,2138,22.858056,-101.951972,9.65,9.3,3.85,,,,,,,9.06,,,,,,,,,,,,,,,,,,,,,
14288,B-77P,2402,EL BARRIL,24,San Luis Potosí,2067,23.007361,-102.002028,15.2,15.09,9.43,,,,,,,46.93,,,,,,,,,,,,,,,,,,,,,
14289,B-78,2402,EL BARRIL,24,San Luis Potosí,1977.52,23.135139,-102.140611,49.9,49.19,,,,,,,,60.62,,,,,,,,,,,,,,,,,,,,,
14290,B-79,2402,EL BARRIL,24,San Luis Potosí,1985.92,23.119611,-102.131889,53.1,52.6,,,,,,,,62.8,,,,,,,,,,,,,,,,,,,,,
14291,B-80P,2402,EL BARRIL,24,San Luis Potosí,1972,23.173806,-102.140556,49.93,49.16,49.73,,,,,,,46.47,,,,,,,,,,,,,,,,,,,,,
14292,B-81,2402,EL BARRIL,24,San Luis Potosí,1913.7,23.293167,-102.188194,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,
14293,B-82A,2402,EL BARRIL,24,San Luis Potosí,1988.6,23.036139,-102.198111,,54.65,55.77,,,,,,,64.3,,,,,,,,,,,,,,,,,,,,,
14294,B-82P,2402,EL BARRIL,24,San Luis Potosí,1988,23.039361,-102.203306,,,,,,,,,,65.6,,,,,,,,,,,,,,,,,,,,,
14295,B-83,2402,EL BARRIL,24,San Luis Potosí,1994.07,23.057389,-102.202861,,56.42,59.55,,,,,,,67.29,,,,,,,,,,,,,,,,,,,,,
14296,B-84,2402,EL BARRIL,24,San Luis Potosí,1996.88,23.076333,-102.231111,,57.84,54.42,,,,,,,63.33,,,,,,,,,,,,,,,,,,,,,
14297,B-86,2402,EL BARRIL,24,San Luis Potosí,1979.4,23.116139,-102.144444,,35.2,,,,,,,,57.35,,,,,,,,,,,,,,,,,,,,,
14298,B-87,2402,EL BARRIL,24,San Luis Potosí,1978.3,23.124056,-102.15675,,45.6,,,,,,,,52.7,,,,,,,,,,,,,,,,,,,,,
14299,B-88P,2402,EL BARRIL,24,San Luis Potosí,1976,23.161778,-102.16,,38.95,,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,
14300,B-89P,2402,EL BARRIL,24,San Luis Potosí,1986.8,23.065194,-102.181722,,36.44,,,,,,,,58.93,,,,,,,,,,,,,,,,,,,,,
14301,B-90P,2402,EL BARRIL,24,San Luis Potosí,1952,23.258667,-102.19625,,,,,,,,,,7.05,,,,,,,,,,,,,,,,,,,,,
14302,B-91,2402,EL BARRIL,24,San Luis Potosí,1981.57,23.257167,-102.0585,41.87,45.85,,,,,,,,42.48,,,,,,,,,,,,,,,,,,,,,
14303,B-92A,2402,EL BARRIL,24,San Luis Potosí,1961,23.242639,-102.260833,,,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,
14304,B-92P,2402,EL BARRIL,24,San Luis Potosí,1958,23.248694,-102.234917,,,,,,,,,,11.75,,,,,,,,,,,,,,,,,,,,,
14305,B-93,2402,EL BARRIL,24,San Luis Potosí,1950,23.288861,-102.229667,10.86,,,,,,,,,10.15,,,,,,,,,,,,,,,,,,,,,
14306,B-94,2402,EL BARRIL,24,San Luis Potosí,1946,23.342972,-101.937944,14.5,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
14307,B-95,2402,EL BARRIL,24,San Luis Potosí,1946,23.373583,-101.943111,14.47,,,,,,,,,13.31,,,,,,,,,,,,,,,,,,,,,
14308,B-96,2402,EL BARRIL,24,San Luis Potosí,1976,23.438389,-101.910556,40,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
14309,B-97,2402,EL BARRIL,24,San Luis Potosí,1973,23.438111,-101.921611,43.57,,,,,,,,,42.58,,,,,,,,,,,,,,,,,,,,,
14310,295,2402,EL BARRIL,24,San Luis Potosí,2036,22.855139,-102.08325,,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14311,275,2402,EL BARRIL,24,San Luis Potosí,2035,22.842889,-102.052,,21.5,,,,,,,,,,,,,,,,,26.4,,25.95,26.9,,,,28.59,,,,30.9,
14312,284,2402,EL BARRIL,24,San Luis Potosí,2078,22.820306,-102.021,,35.95,,,,,,,,,,,,,,,,39.35,39.35,,39.79,40.29,,40.65,,41.8,,,,43.81,
14313,268,2402,EL BARRIL,24,San Luis Potosí,2054,22.807556,-102.061306,,30.8,,,,,,,,,,,,24.6,,,,34.4,34.4,,32,33.26,,33.8,,37.85,,,,38,
14314,260,2402,EL BARRIL,24,San Luis Potosí,2052.97,22.807806,-102.026556,,17.71,,,,,,,,,,,,,,,,30.75,30.75,,28.64,30.09,,30.35,,31.82,,,,,
14315,135,2402,EL BARRIL,24,San Luis Potosí,2043,22.743056,-102.036583,,26.17,,,,,,,,,,,,32.6,,,,34.1,35.7,36.18,,,,29.88,,36.81,,32.28,,32.25,
14316,258,2402,EL BARRIL,24,San Luis Potosí,2050,22.766944,-102.033333,,36.45,,,,,,,,,,,,,,,,37.85,37.85,,,,,32.09,,35.42,,33.35,,32.95,
14317,LOS DAVILA,2402,EL BARRIL,24,San Luis Potosí,2047,22.723667,-102.042833,,,,,,,,,,,,,,,,,,28.78,28.4,27.9,,,,26.92,,29.4,,,,,
14318,CNA-03-08,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2099.84,22.554283,-101.748094,,,,,,,,,,,33.26,34.42,,,,,,,,,,,,,,,,,,,
14319,CNA-03-09,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2083.25,22.563011,-101.754444,,,,,,,,,,,17.1,17.96,,,,,,,,,,,,,,,,,,,
14320,CNA-03-100,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2053.81,22.688661,-101.671189,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
14321,CNA-03-101,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2056.45,22.718139,-101.664833,,,,,,,,,,,9.8,7.88,,,,,,,,,,,,,,,,,,,
14322,CNA-03-102,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2057.5,22.715678,-101.665483,,,,,,,,,,,6.2,9.06,,,,,,,,,,,,,,,,,,,
14323,CNA-03-103,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2072.68,22.661894,-101.682742,,,,,,,,,,,,13.14,,,,,,,,,,,,,,,,,,,
14324,CNA-03-104,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2076.05,22.6118,-101.722986,,,,,,,,,,,13.49,9.72,,,,,,,,,,,,,,,,,,,
14325,CNA-03-11,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2079.43,22.563858,-101.772319,,,,,,,,,,,22.67,23.15,,,,,,,,,,,,,,,,,,,
14326,CNA-03-11-A,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2081.24,22.553842,-101.782514,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,
14327,CNA-03-11-B,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2081.3,22.553644,-101.781944,,,,,,,,,,,,34.77,,,,,,,,,,,,,,,,,,,
14328,CNA-03-12,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2110.2,22.470936,-101.800383,,,,,,,,,,,22.88,26.61,,,,,,,,,,,,,,,,,,,
14329,CNA-03-22,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2097.72,22.489275,-101.785111,,,,,,,,,,,17.1,17.01,,,,,,,,,,,,,,,,,,,
14330,CNA-03-27,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2097.81,22.596139,-101.716431,,,,,,,,,,,32.35,32.58,,,,,,,,,,,,,,,,,,,
14331,CNA03-29 A,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2103.19,22.589833,-101.717489,,,,,,,,,,,37.65,38.04,,,,,,,,,,,,,,,,,,,
14332,CNA-03-39,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2079.59,22.603144,-101.761358,,,,,,,,,,,,16.61,,,,,,,,,,,,,,,,,,,
14333,CNA-03-39-A,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2079.69,22.6022,-101.763544,,,,,,,,,,,,17.23,,,,,,,,,,,,,,,,,,,
14334,CNA-03-46,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2131.33,22.647256,-101.788878,,,,,,,,,,,7.49,7.2,,,,,,,,,,,,,,,,,,,
14335,CNA-03-47,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2174.33,22.678392,-101.773708,,,,,,,,,,,6.2,5.73,,,,,,,,,,,,,,,,,,,
14336,CNA-03-58,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2096.96,22.498053,-101.771619,,,,,,,,,,,13.19,15.11,,,,,,,,,,,,,,,,,,,
14337,CNA-03-62,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2091.07,22.485006,-101.824903,,,,,,,,,,,37.5,36.51,,,,,,,,,,,,,,,,,,,
14338,CNA-03-63,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2126.69,22.545442,-101.805033,,,,,,,,,,,32.5,35.27,,,,,,,,,,,,,,,,,,,
14339,CNA-03-66,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2086.28,22.57,-101.799344,,,,,,,,,,,44.04,47.72,,,,,,,,,,,,,,,,,,,
14340,CNA-03-67,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2081.06,22.596608,-101.782197,,,,,,,,,,,19,19.3,,,,,,,,,,,,,,,,,,,
14341,CNA-03-68,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2170.34,22.67575,-101.790439,,,,,,,,,,,8.19,6.51,,,,,,,,,,,,,,,,,,,
14342,CNA-03-73,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2118.41,22.478144,-101.814492,,,,,,,,,,,36.49,30.11,,,,,,,,,,,,,,,,,,,
14343,CNA-03-75,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2107.99,22.582431,-101.721817,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,
14344,CNA-03-76,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2113.88,22.582461,-101.716006,,,,,,,,,,,,48.18,,,,,,,,,,,,,,,,,,,
14345,CNA-03-78,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2076.88,22.6057,-101.728253,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,
14346,CNA-03-79,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2086.24,22.554619,-101.799694,,,,,,,,,,,,46.98,,,,,,,,,,,,,,,,,,,
14347,CNA-03-81,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2087.22,22.532642,-101.780883,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,
14348,CNA-03-83,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2086.31,22.537925,-101.791819,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,
14349,CNA-03-84,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2087.76,22.532139,-101.779956,,,,,,,,,,,,16.85,,,,,,,,,,,,,,,,,,,
14350,CNA-03-86,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2116.96,22.527944,-101.777125,,,,,,,,,,,,24.1,,,,,,,,,,,,,,,,,,,
14351,CNA-03-88,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2092.28,22.495361,-101.818806,,,,,,,,,,,,18.05,,,,,,,,,,,,,,,,,,,
14352,CNA-03-90,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2096.24,22.508319,-101.780256,,,,,,,,,,,,23.09,,,,,,,,,,,,,,,,,,,
14353,CNA-03-91,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2096.46,22.502808,-101.801119,,,,,,,,,,,,34.86,,,,,,,,,,,,,,,,,,,
14354,CNA-03-92,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2090.85,22.513661,-101.791,,,,,,,,,,,,27.84,,,,,,,,,,,,,,,,,,,
14355,CNA-03-94,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2129.07,22.629606,-101.834547,,,,,,,,,,,,6.63,,,,,,,,,,,,,,,,,,,
14356,CNA-03-95,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2138.81,22.640983,-101.824689,,,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,
14357,CNA-03-96,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2137.97,22.641358,-101.825308,,,,,,,,,,,,7.33,,,,,,,,,,,,,,,,,,,
14358,CNA-03-97,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2134.91,22.624867,-101.796486,,,,,,,,,,,,13.67,,,,,,,,,,,,,,,,,,,
14359,CNA-03-98,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2136.48,22.652925,-101.797597,,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,,,,
14360,CNA-03-99,2403,SALINAS DE HIDALGO,24,San Luis Potosí,2075.78,22.623531,-101.713747,,,,,,,,,,,,8.63,,,,,,,,,,,,,,,,,,,
14361,CNA-04-A,2404,SANTO DOMINGO,24,San Luis Potosí,2179.33,23.242636,-101.219117,,,,,,,,,,,,41.25,,,,,,,,,,,,,,,,,,,
14362,CNA-05,2404,SANTO DOMINGO,24,San Luis Potosí,2022.27,23.097289,-101.557972,,,,,,,,,,,,18.62,,,,,,,,,,,,,,,,,,,
14363,CNA-146,2404,SANTO DOMINGO,24,San Luis Potosí,2025.02,23.229008,-101.703111,,,,,,,,,,,,54.22,,,,,,,,,,,,,,,,,,,
14364,CNA-150,2404,SANTO DOMINGO,24,San Luis Potosí,2009.25,23.252044,-101.645028,,,,,,,,,,,,39.38,,,,,,,,,,,,,,,,,,,
14365,CNA-156,2404,SANTO DOMINGO,24,San Luis Potosí,1986.51,23.36405,-101.702519,,,,,,,,,,,,18.94,,,,,,,,,,,,,,,,,,,
14366,CNA-159,2404,SANTO DOMINGO,24,San Luis Potosí,1975.16,23.306644,-101.690528,,,,,,,,,,,,11.28,,,,,,,,,,,,,,,,,,,
14367,CNA-192,2404,SANTO DOMINGO,24,San Luis Potosí,2034.54,23.484381,-101.672833,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,,,
14368,CNA-197,2404,SANTO DOMINGO,24,San Luis Potosí,2006.28,23.458069,-101.686194,,,,,,,,,,,,31.87,,,,,,,,,,,,,,,,,,,
14369,CNA-199,2404,SANTO DOMINGO,24,San Luis Potosí,2041.6,23.36945,-101.612778,,,,,,,,,,,,61.57,,,,,,,,,,,,,,,,,,,
14370,CNA-200,2404,SANTO DOMINGO,24,San Luis Potosí,2115.6,23.15365,-101.671944,,,,,,,,,,,,93.13,,,,,,,,,,,,,,,,,,,
14371,CNA-216,2404,SANTO DOMINGO,24,San Luis Potosí,2037.5,23.453142,-101.612528,,,,,,,,,,,,50.98,,,,,,,,,,,,,,,,,,,
14372,CNA-221,2404,SANTO DOMINGO,24,San Luis Potosí,2066.74,23.172008,-101.716278,,,,,,,,,,,,33.76,,,,,,,,,,,,,,,,,,,
14373,CNA- 225 A,2404,SANTO DOMINGO,24,San Luis Potosí,2216.39,23.306761,-101.716278,,,,,,,,,,,,22.43,,,,,,,,,,,,,,,,,,,
14374,CNA-235,2404,SANTO DOMINGO,24,San Luis Potosí,2038.74,23.078617,-101.587417,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,
14375,CNA-241,2404,SANTO DOMINGO,24,San Luis Potosí,2038.72,23.207247,-101.657167,,,,,,,,,,,,72.15,,,,,,,,,,,,,,,,,,,
14376,CNA-244,2404,SANTO DOMINGO,24,San Luis Potosí,2058.37,22.920706,-101.603333,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,
14377,CNA-260,2404,SANTO DOMINGO,24,San Luis Potosí,1987.77,23.320253,-101.695167,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
14378,CNA-264,2404,SANTO DOMINGO,24,San Luis Potosí,2199.73,23.183467,-101.213917,,,,,,,,,,,,31.02,,,,,,,,,,,,,,,,,,,
14379,CNA-271,2404,SANTO DOMINGO,24,San Luis Potosí,2034.51,23.503528,-101.698167,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,
14380,CNA-271 A,2404,SANTO DOMINGO,24,San Luis Potosí,2034.9,23.503472,-101.698583,,,,,,,,,,,,32.43,,,,,,,,,,,,,,,,,,,
14381,CNA-272 A,2404,SANTO DOMINGO,24,San Luis Potosí,2150.88,23.630822,-101.397972,,,,,,,,,,,,11.33,,,,,,,,,,,,,,,,,,,
14382,CNA 274,2404,SANTO DOMINGO,24,San Luis Potosí,2163.66,23.588008,-101.417778,,,,,,,,,,,,6.52,,,,,,,,,,,,,,,,,,,
14383,CNA-277,2404,SANTO DOMINGO,24,San Luis Potosí,2116.77,23.139894,-101.338583,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,
14384,CNA-34,2404,SANTO DOMINGO,24,San Luis Potosí,1997.84,23.323933,-101.668064,,,,,,,,,,,,29.74,,,,,,,,,,,,,,,,,,,
14385,CNA-55,2404,SANTO DOMINGO,24,San Luis Potosí,2033.69,23.225489,-101.60525,,,,,,,,,,,,33.02,,,,,,,,,,,,,,,,,,,
14386,CNA-56,2404,SANTO DOMINGO,24,San Luis Potosí,2042.01,23.69775,-101.328417,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
14387,CNA-57 A,2404,SANTO DOMINGO,24,San Luis Potosí,2242.31,23.686231,-101.436069,,,,,,,,,,,,29.53,,,,,,,,,,,,,,,,,,,
14388,CNA-59,2404,SANTO DOMINGO,24,San Luis Potosí,2244.51,23.283056,-101.31,,,,,,,,,,,,18.21,,,,,,,,,,,,,,,,,,,
